"BB_prct_audio","BB_prct_left","BB_prct_right","BB_test_audio","BB_test_left","BB_test_right","NB_prct_audio","NB_prct_left","NB_prct_right","NB_test_audio","NB_test_left","NB_test_right","average_response_time","congruency","correct","correct_keyboard_response_letter","correct_radboudbox_response_BB_practice","correct_response","count_BB_practice_sequence","count_BB_test_sequence","count_NB_practice_sequence","count_NB_test_sequence","count_radboudbox_init","count_radboudbox_response_BB_practice","count_radboudbox_response_BB_test","count_radboudbox_response_NB_practice","count_radboudbox_response_NB_test","count_washout_sequence","datetime","distractor_position","gaze_cue","response","response_keyboard_response_letter","response_radboudbox_response_BB_practice","response_radboudbox_response_BB_test","response_radboudbox_response_NB_practice","response_radboudbox_response_NB_test","response_time_keyboard_response_letter","response_time_radboudbox_response_BB_practice","response_time_radboudbox_response_BB_test","response_time_radboudbox_response_NB_practice","response_time_radboudbox_response_NB_test","subject_nr","subject_parity","target_letter","target_position","time_radboudbox_init","time_radboudbox_response_BB_practice","time_radboudbox_response_BB_test","time_radboudbox_response_NB_practice","time_radboudbox_response_NB_test","time_response_radboudbox_response_BB_practice","title","total_correct"
"doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","0","NA","NA","NA","0","0","NA","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","E","NA","E","NA","NA","NA","NA","729","NA","NA","NA","18","even","NA","NA","12178","54418","NA","NA","NA","55147","BB-NB","0"
"kauw-tauw_step5.wav","touw","kauw","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","1","NA","NA","NA","0","1","NA","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","NA","NA","NA","NA","708","NA","NA","NA","18","even","NA","NA","12178","57122","NA","NA","NA","57830","BB-NB","0"
"pop-top_step1.wav","pop","top","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","2","NA","NA","NA","0","2","NA","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","NA","NA","NA","NA","348","NA","NA","NA","18","even","NA","NA","12178","59686","NA","NA","NA","60034","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","NA","NA","NA","0","3","NA","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","NA","NA","NA","NA","436","NA","NA","NA","18","even","NA","NA","12178","61826","NA","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","pip-pep_continuumStep_4_stereo.wav","pip","pep","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","0","NA","NA","0","3","0","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","1287","NA","NA","18","even","NA","NA","12178","61826","70607","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","kauw-tauw_step2.wav","kauw","touw","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","1","NA","NA","0","3","1","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","488","NA","NA","18","even","NA","NA","12178","61826","73766","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","kik-kek_continuumStep_1_stereo.wav","kek","kik","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","2","NA","NA","0","3","2","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","E","NA","A","E","NA","NA","NA","436","608","NA","NA","18","even","NA","NA","12178","61826","76013","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","tuin-duin_F0_2_VOT_2_stereo.wav","tuin","duin","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","3","NA","NA","0","3","3","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","225","NA","NA","18","even","NA","NA","12178","61826","78412","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","doos-toos_F0_2_VOT_2_stereo.wav","doos","toos","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","4","NA","NA","0","3","4","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","826","NA","NA","18","even","NA","NA","12178","61826","80638","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","sik-sec6.wav","sik","sec","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","5","NA","NA","0","3","5","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","E","NA","A","E","NA","NA","NA","436","379","NA","NA","18","even","NA","NA","12178","61826","83435","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","kik-kek_continuumStep_2_stereo.wav","kek","kik","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","6","NA","NA","0","3","6","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","E","NA","A","E","NA","NA","NA","436","369","NA","NA","18","even","NA","NA","12178","61826","85566","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","pop-top_step1.wav","pop","top","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","7","NA","NA","0","3","7","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","147","NA","NA","18","even","NA","NA","12178","61826","87785","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","tap-kap_step6.wav","tap","kap","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","8","NA","NA","0","3","8","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","E","NA","A","E","NA","NA","NA","436","373","NA","NA","18","even","NA","NA","12178","61826","89738","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","tuin-duin_F0_5_VOT_5_stereo.wav","tuin","duin","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","9","NA","NA","0","3","9","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","229","NA","NA","18","even","NA","NA","12178","61826","91905","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","kauw-tauw_step4.wav","kauw","touw","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","10","NA","NA","0","3","10","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","E","NA","A","E","NA","NA","NA","436","550","NA","NA","18","even","NA","NA","12178","61826","94011","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","kauw-tauw_step7.wav","kauw","touw","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","11","NA","NA","0","3","11","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","E","NA","A","E","NA","NA","NA","436","305","NA","NA","18","even","NA","NA","12178","61826","96438","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","bier-buur_Step6stereo.wav","bier","buur","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","12","NA","NA","0","3","12","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","304","NA","NA","18","even","NA","NA","12178","61826","98502","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","pier-puur1_stereo.wav","pier","puur","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","13","NA","NA","0","3","13","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","756","NA","NA","18","even","NA","NA","12178","61826","100544","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","tap-kap_Step1.wav","tap","kap","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","14","NA","NA","0","3","14","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","232","NA","NA","18","even","NA","NA","12178","61826","103123","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","pier-puur4_stereo.wav","pier","puur","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","15","NA","NA","0","3","15","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","820","NA","NA","18","even","NA","NA","12178","61826","105089","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","tap-kap_step3.wav","tap","kap","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","16","NA","NA","0","3","16","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","146","NA","NA","18","even","NA","NA","12178","61826","107721","NA","NA","62262","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","dier-duur_Step2stereo.wav","dier","duur","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","17","NA","NA","0","3","17","NA","NA","NA","Fri May 31 10:13:35 2024","NA","NA","A","NA","A","A","NA","NA","NA","436","368","NA","NA","18","even","NA","NA","12178","61826","109641","NA","NA","62262","BB-NB","0"
