"BB_prct_audio","BB_prct_left","BB_prct_right","BB_test_audio","BB_test_left","BB_test_right","NB_prct_audio","NB_prct_left","NB_prct_right","NB_test_audio","NB_test_left","NB_test_right","average_response_time","congruency","correct","correct_keyboard_response_letter","correct_radboudbox_response_NB_practice","correct_response","count_BB_practice_sequence","count_BB_test_sequence","count_NB_practice_sequence","count_NB_test_sequence","count_radboudbox_init","count_radboudbox_response_BB_practice","count_radboudbox_response_BB_test","count_radboudbox_response_NB_practice","count_radboudbox_response_NB_test","count_washout_sequence","datetime","distractor_position","gaze_cue","live_row_NB_practice_loop","response","response_keyboard_response_letter","response_radboudbox_response_BB_practice","response_radboudbox_response_BB_test","response_radboudbox_response_NB_practice","response_radboudbox_response_NB_test","response_time_keyboard_response_letter","response_time_radboudbox_response_BB_practice","response_time_radboudbox_response_BB_test","response_time_radboudbox_response_NB_practice","response_time_radboudbox_response_NB_test","subject_nr","subject_parity","target_letter","target_position","time_radboudbox_init","time_radboudbox_response_BB_practice","time_radboudbox_response_BB_test","time_radboudbox_response_NB_practice","time_radboudbox_response_NB_test","time_response_radboudbox_response_NB_practice","title","total_correct"
"NA","NA","NA","NA","NA","NA","pop-top_step1.wav","pop","top","NA","NA","NA","7584","NA","undefined","NA","undefined","NA","NA","NA","0","NA","0","NA","NA","0","NA","NA","Tue Jun  4 11:50:33 2024","NA","NA","0","A","NA","NA","NA","A","NA","NA","NA","NA","1153","NA","20","even","NA","NA","11197","NA","NA","20221","NA","21374","NB-BB","0"
"NA","NA","NA","NA","NA","NA","tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","NA","NA","NA","7584","NA","undefined","NA","undefined","NA","NA","NA","1","NA","0","NA","NA","1","NA","NA","Tue Jun  4 11:50:33 2024","NA","NA","1","A","NA","NA","NA","A","NA","NA","NA","NA","669","NA","20","even","NA","NA","11197","NA","NA","23232","NA","23901","NB-BB","0"
"NA","NA","NA","NA","NA","NA","doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","NA","NA","NA","7584","NA","undefined","NA","undefined","NA","NA","NA","2","NA","0","NA","NA","2","NA","NA","Tue Jun  4 11:50:33 2024","NA","NA","2","E","NA","NA","NA","E","NA","NA","NA","NA","240","NA","20","even","NA","NA","11197","NA","NA","25901","NA","26141","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","NA","NA","NA","7584","NA","undefined","NA","undefined","NA","NA","NA","3","NA","0","NA","NA","3","NA","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","NA","NA","NA","NA","444","NA","20","even","NA","NA","11197","NA","NA","27999","NA","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","pier-puur6_stereo.wav","pier","puur","7584","NA","undefined","NA","undefined","NA","NA","NA","3","0","0","NA","NA","3","0","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","979","20","even","NA","NA","11197","NA","NA","27999","35434","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","dier-duur_Step2stereo.wav","dier","duur","7584","NA","undefined","NA","undefined","NA","NA","NA","3","1","0","NA","NA","3","1","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","273","20","even","NA","NA","11197","NA","NA","27999","38195","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","pip-pep_continuumStep_3_stereo.wav","pip","pep","7584","NA","undefined","NA","undefined","NA","NA","NA","3","2","0","NA","NA","3","2","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","2054","20","even","NA","NA","11197","NA","NA","27999","40327","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","sik-sec7.wav","sik","sec","7584","NA","undefined","NA","undefined","NA","NA","NA","3","3","0","NA","NA","3","3","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","482","20","even","NA","NA","11197","NA","NA","27999","44360","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","kik-kek_continuumStep_1_stereo.wav","kek","kik","7584","NA","undefined","NA","undefined","NA","NA","NA","3","4","0","NA","NA","3","4","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","241","20","even","NA","NA","11197","NA","NA","27999","46593","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","pip-pep_continuumStep_1_stereo.wav","pip","pep","7584","NA","undefined","NA","undefined","NA","NA","NA","3","5","0","NA","NA","3","5","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","171","20","even","NA","NA","11197","NA","NA","27999","48716","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","pop-top_step7.wav","pop","top","7584","NA","undefined","NA","undefined","NA","NA","NA","3","6","0","NA","NA","3","6","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","83","20","even","NA","NA","11197","NA","NA","27999","50723","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","bier-buur_Step7stereo.wav","bier","buur","7584","NA","undefined","NA","undefined","NA","NA","NA","3","7","0","NA","NA","3","7","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","373","20","even","NA","NA","11197","NA","NA","27999","52538","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","tuin-duin_F0_7_VOT_7_stereo.wav","tuin","duin","7584","NA","undefined","NA","undefined","NA","NA","NA","3","8","0","NA","NA","3","8","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","16","20","even","NA","NA","11197","NA","NA","27999","54707","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","sik-sec2.wav","sik","sec","7584","NA","undefined","NA","undefined","NA","NA","NA","3","9","0","NA","NA","3","9","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","2734","20","even","NA","NA","11197","NA","NA","27999","56672","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","bier-buur_Step4stereo.wav","bier","buur","7584","NA","undefined","NA","undefined","NA","NA","NA","3","10","0","NA","NA","3","10","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","130","20","even","NA","NA","11197","NA","NA","27999","61160","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","dak-tak_F0_2_VOT_2_stereo.wav","dak","tak","7584","NA","undefined","NA","undefined","NA","NA","NA","3","11","0","NA","NA","3","11","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","9","20","even","NA","NA","11197","NA","NA","27999","63098","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","pop-top_step1.wav","pop","top","7584","NA","undefined","NA","undefined","NA","NA","NA","3","12","0","NA","NA","3","12","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","2308","20","even","NA","NA","11197","NA","NA","27999","64945","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","kauw-tauw_step1.wav","kauw","touw","7584","NA","undefined","NA","undefined","NA","NA","NA","3","13","0","NA","NA","3","13","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","915","20","even","NA","NA","11197","NA","NA","27999","69111","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","pop-top_step6.wav","pop","top","7584","NA","undefined","NA","undefined","NA","NA","NA","3","14","0","NA","NA","3","14","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","87","20","even","NA","NA","11197","NA","NA","27999","71890","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","kauw-tauw_step3.wav","kauw","touw","7584","NA","undefined","NA","undefined","NA","NA","NA","3","15","0","NA","NA","3","15","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","160","20","even","NA","NA","11197","NA","NA","27999","73835","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","doos-toos_F0_6_VOT_6_stereo.wav","doos","toos","7584","NA","undefined","NA","undefined","NA","NA","NA","3","16","0","NA","NA","3","16","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","2471","20","even","NA","NA","11197","NA","NA","27999","75992","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","kauw-tauw_step4.wav","kauw","touw","7584","NA","undefined","NA","undefined","NA","NA","NA","3","17","0","NA","NA","3","17","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","323","20","even","NA","NA","11197","NA","NA","27999","80323","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","tap-kap_step2.wav","tap","kap","7584","NA","undefined","NA","undefined","NA","NA","NA","3","18","0","NA","NA","3","18","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","184","20","even","NA","NA","11197","NA","NA","27999","82447","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","doos-toos_F0_5_VOT_5_stereo.wav","doos","toos","7584","NA","undefined","NA","undefined","NA","NA","NA","3","19","0","NA","NA","3","19","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","2589","20","even","NA","NA","11197","NA","NA","27999","84638","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","tap-kap_step5.wav","tap","kap","7584","NA","undefined","NA","undefined","NA","NA","NA","3","20","0","NA","NA","3","20","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","382","20","even","NA","NA","11197","NA","NA","27999","89022","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","pop-top_step2.wav","pop","top","7584","NA","undefined","NA","undefined","NA","NA","NA","3","21","0","NA","NA","3","21","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","2091","20","even","NA","NA","11197","NA","NA","27999","91246","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","dak-tak_F0_1_VOT_1_stereo.wav","dak","tak","7584","NA","undefined","NA","undefined","NA","NA","NA","3","22","0","NA","NA","3","22","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","465","20","even","NA","NA","11197","NA","NA","27999","95164","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","bier-buur_Step2stereo.wav","bier","buur","7584","NA","undefined","NA","undefined","NA","NA","NA","3","23","0","NA","NA","3","23","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","558","20","even","NA","NA","11197","NA","NA","27999","97358","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","kauw-tauw_step6.wav","kauw","touw","7584","NA","undefined","NA","undefined","NA","NA","NA","3","24","0","NA","NA","3","24","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","444","163","20","even","NA","NA","11197","NA","NA","27999","99801","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","tuin-duin_F0_1_VOT_1_stereo.wav","tuin","duin","7584","NA","undefined","NA","undefined","NA","NA","NA","3","25","0","NA","NA","3","25","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","750","20","even","NA","NA","11197","NA","NA","27999","101732","28443","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","tuin-duin_F0_5_VOT_5_stereo.wav","tuin","duin","7584","NA","undefined","NA","undefined","NA","NA","NA","3","26","0","NA","NA","3","26","NA","Tue Jun  4 11:50:33 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","444","447","20","even","NA","NA","11197","NA","NA","27999","104298","28443","NB-BB","0"
