"BB_prct_audio","BB_prct_left","BB_prct_right","BB_test_audio","BB_test_left","BB_test_right","NB_prct_audio","NB_prct_left","NB_prct_right","NB_test_audio","NB_test_left","NB_test_right","average_response_time","congruency","correct","correct_keyboard_response_letter","correct_radboudbox_response_NB_practice","correct_response","count_BB_practice_sequence","count_BB_test_sequence","count_NB_practice_sequence","count_NB_test_sequence","count_radboudbox_init","count_radboudbox_response_BB_practice","count_radboudbox_response_BB_test","count_radboudbox_response_NB_practice","count_radboudbox_response_NB_test","count_washout_sequence","datetime","distractor_position","gaze_cue","live_row_NB_practice_loop","response","response_keyboard_response_letter","response_radboudbox_response_BB_practice","response_radboudbox_response_BB_test","response_radboudbox_response_NB_practice","response_radboudbox_response_NB_test","response_time_keyboard_response_letter","response_time_radboudbox_response_BB_practice","response_time_radboudbox_response_BB_test","response_time_radboudbox_response_NB_practice","response_time_radboudbox_response_NB_test","subject_nr","subject_parity","target_letter","target_position","time_radboudbox_init","time_radboudbox_response_BB_practice","time_radboudbox_response_BB_test","time_radboudbox_response_NB_practice","time_radboudbox_response_NB_test","time_response_radboudbox_response_NB_practice","title","total_correct"
"NA","NA","NA","NA","NA","NA","pop-top_step1.wav","pop","top","NA","NA","NA","9412","NA","undefined","NA","undefined","NA","NA","NA","0","NA","0","NA","NA","0","NA","NA","Wed May 15 11:47:08 2024","NA","NA","0","A","NA","NA","NA","A","NA","NA","NA","NA","441","NA","11","odd","NA","NA","11845","NA","NA","22746","NA","23187","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","NA","NA","NA","9412","NA","undefined","NA","undefined","NA","NA","NA","1","NA","0","NA","NA","1","NA","NA","Wed May 15 11:47:08 2024","NA","NA","1","A","NA","NA","NA","A","NA","NA","NA","NA","289","NA","11","odd","NA","NA","11845","NA","NA","25164","NA","25453","NB-BB","0"
"NA","NA","NA","NA","NA","NA","tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","NA","NA","NA","9412","NA","undefined","NA","undefined","NA","NA","NA","2","NA","0","NA","NA","2","NA","NA","Wed May 15 11:47:08 2024","NA","NA","2","A","NA","NA","NA","A","NA","NA","NA","NA","228","NA","11","odd","NA","NA","11845","NA","NA","27271","NA","27499","NB-BB","0"
"NA","NA","NA","NA","NA","NA","doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","NA","NA","NA","9412","NA","undefined","NA","undefined","NA","NA","NA","3","NA","0","NA","NA","3","NA","NA","Wed May 15 11:47:08 2024","NA","NA","3","E","NA","NA","NA","E","NA","NA","NA","NA","128","NA","11","odd","NA","NA","11845","NA","NA","29514","NA","29642","NB-BB","0"
"NA","NA","NA","NA","NA","NA","doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","sik-sec3.wav","sik","sec","9412","NA","undefined","NA","undefined","NA","NA","NA","3","0","0","NA","NA","3","0","NA","Wed May 15 11:47:08 2024","NA","NA","3","A","NA","NA","NA","E","A","NA","NA","NA","128","319","11","odd","NA","NA","11845","NA","NA","29514","39919","29642","NB-BB","0"
"NA","NA","NA","NA","NA","NA","doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","bier-buur_Step3stereo.wav","bier","buur","9412","NA","undefined","NA","undefined","NA","NA","NA","3","1","0","NA","NA","3","1","NA","Wed May 15 11:47:08 2024","NA","NA","3","A","NA","NA","NA","E","A","NA","NA","NA","128","173","11","odd","NA","NA","11845","NA","NA","29514","42052","29642","NB-BB","0"
"NA","NA","NA","NA","NA","NA","doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","pier-puur3_stereo.wav","pier","puur","9412","NA","undefined","NA","undefined","NA","NA","NA","3","2","0","NA","NA","3","2","NA","Wed May 15 11:47:08 2024","NA","NA","3","A","NA","NA","NA","E","A","NA","NA","NA","128","609","11","odd","NA","NA","11845","NA","NA","29514","43997","29642","NB-BB","0"
"NA","NA","NA","NA","NA","NA","doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","pip-pep_continuumStep_4_stereo.wav","pip","pep","9412","NA","undefined","NA","undefined","NA","NA","NA","3","3","0","NA","NA","3","3","NA","Wed May 15 11:47:08 2024","NA","NA","3","A","NA","NA","NA","E","A","NA","NA","NA","128","219","11","odd","NA","NA","11845","NA","NA","29514","46513","29642","NB-BB","0"
"NA","NA","NA","NA","NA","NA","doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","tap-kap_step4.wav","tap","kap","9412","NA","undefined","NA","undefined","NA","NA","NA","3","4","0","NA","NA","3","4","NA","Wed May 15 11:47:08 2024","NA","NA","3","A","NA","NA","NA","E","A","NA","NA","NA","128","137","11","odd","NA","NA","11845","NA","NA","29514","48604","29642","NB-BB","0"
"NA","NA","NA","NA","NA","NA","doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","kik-kek_continuumStep_4_stereo.wav","kek","kik","9412","NA","undefined","NA","undefined","NA","NA","NA","3","5","0","NA","NA","3","5","NA","Wed May 15 11:47:08 2024","NA","NA","3","E","NA","NA","NA","E","E","NA","NA","NA","128","504","11","odd","NA","NA","11845","NA","NA","29514","50534","29642","NB-BB","0"
"NA","NA","NA","NA","NA","NA","doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","pier-puur5_stereo.wav","pier","puur","9412","NA","undefined","NA","undefined","NA","NA","NA","3","6","0","NA","NA","3","6","NA","Wed May 15 11:47:08 2024","NA","NA","3","A","NA","NA","NA","E","A","NA","NA","NA","128","761","11","odd","NA","NA","11845","NA","NA","29514","52797","29642","NB-BB","0"
