"BB_prct_audio","BB_prct_left","BB_prct_right","BB_test_audio","BB_test_left","BB_test_right","NB_prct_audio","NB_prct_left","NB_prct_right","NB_test_audio","NB_test_left","NB_test_right","average_response_time","congruency","correct","correct_keyboard_response_letter","correct_radboudbox_response_NB_practice","correct_response","count_BB_practice_sequence","count_BB_test_sequence","count_NB_practice_sequence","count_NB_test_sequence","count_radboudbox_init","count_radboudbox_response_BB_practice","count_radboudbox_response_BB_test","count_radboudbox_response_NB_practice","count_radboudbox_response_NB_test","count_washout_sequence","datetime","distractor_position","gaze_cue","live_row_NB_practice_loop","response","response_keyboard_response_letter","response_radboudbox_response_BB_practice","response_radboudbox_response_BB_test","response_radboudbox_response_NB_practice","response_radboudbox_response_NB_test","response_time_keyboard_response_letter","response_time_radboudbox_response_BB_practice","response_time_radboudbox_response_BB_test","response_time_radboudbox_response_NB_practice","response_time_radboudbox_response_NB_test","subject_nr","subject_parity","target_letter","target_position","time_radboudbox_init","time_radboudbox_response_BB_practice","time_radboudbox_response_BB_test","time_radboudbox_response_NB_practice","time_radboudbox_response_NB_test","time_response_radboudbox_response_NB_practice","title","total_correct"
"NA","NA","NA","NA","NA","NA","tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","NA","NA","NA","16816","NA","undefined","NA","undefined","NA","NA","NA","0","NA","0","NA","NA","0","NA","NA","Wed May 15 09:26:02 2024","NA","NA","0","A","NA","NA","NA","A","NA","NA","NA","NA","3431","NA","9","odd","NA","NA","12466","NA","NA","30701","NA","34132","NB-BB","0"
"NA","NA","NA","NA","NA","NA","kauw-tauw_step5.wav","touw","kauw","NA","NA","NA","16816","NA","undefined","NA","undefined","NA","NA","NA","1","NA","0","NA","NA","1","NA","NA","Wed May 15 09:26:02 2024","NA","NA","1","A","NA","NA","NA","A","NA","NA","NA","NA","1289","NA","9","odd","NA","NA","12466","NA","NA","36071","NA","37360","NB-BB","0"
"NA","NA","NA","NA","NA","NA","doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","NA","NA","NA","16816","NA","undefined","NA","undefined","NA","NA","NA","2","NA","0","NA","NA","2","NA","NA","Wed May 15 09:26:02 2024","NA","NA","2","E","NA","NA","NA","E","NA","NA","NA","NA","1266","NA","9","odd","NA","NA","12466","NA","NA","39373","NA","40639","NB-BB","0"
"NA","NA","NA","NA","NA","NA","pop-top_step1.wav","pop","top","NA","NA","NA","16816","NA","undefined","NA","undefined","NA","NA","NA","3","NA","0","NA","NA","3","NA","NA","Wed May 15 09:26:02 2024","NA","NA","3","A","NA","NA","NA","A","NA","NA","NA","NA","845","NA","9","odd","NA","NA","12466","NA","NA","42477","NA","43322","NB-BB","0"
"NA","NA","NA","NA","NA","NA","pop-top_step1.wav","pop","top","pop-top_step4.wav","pop","top","16816","NA","undefined","NA","undefined","NA","NA","NA","3","0","0","NA","NA","3","0","NA","Wed May 15 09:26:02 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","845","3482","9","odd","NA","NA","12466","NA","NA","42477","53045","43322","NB-BB","0"
"NA","NA","NA","NA","NA","NA","pop-top_step1.wav","pop","top","kik-kek_continuumStep_7_stereo.wav","kek","kik","16816","NA","undefined","NA","undefined","NA","NA","NA","3","1","0","NA","NA","3","1","NA","Wed May 15 09:26:02 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","845","1836","9","odd","NA","NA","12466","NA","NA","42477","58268","43322","NB-BB","0"
"NA","NA","NA","NA","NA","NA","pop-top_step1.wav","pop","top","pip-pep_continuumStep_2_stereo.wav","pip","pep","16816","NA","undefined","NA","undefined","NA","NA","NA","3","2","0","NA","NA","3","2","NA","Wed May 15 09:26:02 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","845","830","9","odd","NA","NA","12466","NA","NA","42477","61959","43322","NB-BB","0"
"NA","NA","NA","NA","NA","NA","pop-top_step1.wav","pop","top","tap-kap_step4.wav","tap","kap","16816","NA","undefined","NA","undefined","NA","NA","NA","3","3","0","NA","NA","3","3","NA","Wed May 15 09:26:02 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","845","660","9","odd","NA","NA","12466","NA","NA","42477","64586","43322","NB-BB","0"
"NA","NA","NA","NA","NA","NA","pop-top_step1.wav","pop","top","kauw-tauw_step1.wav","kauw","touw","16816","NA","undefined","NA","undefined","NA","NA","NA","3","4","0","NA","NA","3","4","NA","Wed May 15 09:26:02 2024","NA","NA","3","A","NA","NA","NA","A","A","NA","NA","NA","845","1110","9","odd","NA","NA","12466","NA","NA","42477","67148","43322","NB-BB","0"
"NA","NA","NA","NA","NA","NA","pop-top_step1.wav","pop","top","doos-toos_F0_5_VOT_5_stereo.wav","doos","toos","16816","NA","undefined","NA","undefined","NA","NA","NA","3","5","0","NA","NA","3","5","NA","Wed May 15 09:26:02 2024","NA","NA","3","E","NA","NA","NA","A","E","NA","NA","NA","845","1038","9","odd","NA","NA","12466","NA","NA","42477","70254","43322","NB-BB","0"
