"BB_prct_audio","BB_prct_left","BB_prct_right","BB_test_audio","BB_test_left","BB_test_right","NB_prct_audio","NB_prct_left","NB_prct_right","NB_test_audio","NB_test_left","NB_test_right","average_response_time","congruency","correct","correct_keyboard_response_letter","correct_radboudbox_response_BB_practice","correct_response","count_BB_practice_sequence","count_BB_test_sequence","count_NB_practice_sequence","count_NB_test_sequence","count_radboudbox_init","count_radboudbox_response_BB_practice","count_radboudbox_response_BB_test","count_radboudbox_response_NB_practice","count_radboudbox_response_NB_test","count_washout_sequence","datetime","distractor_position","gaze_cue","response","response_keyboard_response_letter","response_radboudbox_response_BB_practice","response_radboudbox_response_BB_test","response_radboudbox_response_NB_practice","response_radboudbox_response_NB_test","response_time_keyboard_response_letter","response_time_radboudbox_response_BB_practice","response_time_radboudbox_response_BB_test","response_time_radboudbox_response_NB_practice","response_time_radboudbox_response_NB_test","subject_nr","subject_parity","target_letter","target_position","time_radboudbox_init","time_radboudbox_response_BB_practice","time_radboudbox_response_BB_test","time_radboudbox_response_NB_practice","time_radboudbox_response_NB_test","time_response_radboudbox_response_BB_practice","title","total_correct"
"kauw-tauw_step5.wav","touw","kauw","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","0","NA","NA","NA","0","0","NA","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","A","NA","A","NA","NA","NA","NA","1391","NA","NA","NA","10","even","NA","NA","12167","53334","NA","NA","NA","54725","BB-NB","0"
"pop-top_step1.wav","pop","top","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","1","NA","NA","NA","0","1","NA","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","A","NA","A","NA","NA","NA","NA","1103","NA","NA","NA","10","even","NA","NA","12167","56663","NA","NA","NA","57766","BB-NB","0"
"doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","2","NA","NA","NA","0","2","NA","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","E","NA","E","NA","NA","NA","NA","286","NA","NA","NA","10","even","NA","NA","12167","59771","NA","NA","NA","60057","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","NA","NA","NA","0","3","NA","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","A","NA","A","NA","NA","NA","NA","243","NA","NA","NA","10","even","NA","NA","12167","61855","NA","NA","NA","62098","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","tap-kap_step3.wav","tap","kap","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","0","NA","NA","0","3","0","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","A","NA","A","A","NA","NA","NA","243","337","NA","NA","10","even","NA","NA","12167","61855","76152","NA","NA","62098","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","kik-kek_continuumStep_4_stereo.wav","kek","kik","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","1","NA","NA","0","3","1","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","E","NA","A","E","NA","NA","NA","243","818","NA","NA","10","even","NA","NA","12167","61855","78233","NA","NA","62098","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","sik-sec2.wav","sik","sec","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","2","NA","NA","0","3","2","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","A","NA","A","A","NA","NA","NA","243","600","NA","NA","10","even","NA","NA","12167","61855","81028","NA","NA","62098","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","pip-pep_continuumStep_3_stereo.wav","pip","pep","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","3","NA","NA","0","3","3","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","A","NA","A","A","NA","NA","NA","243","564","NA","NA","10","even","NA","NA","12167","61855","83488","NA","NA","62098","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","doos-toos_F0_5_VOT_5_stereo.wav","doos","toos","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","4","NA","NA","0","3","4","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","E","NA","A","E","NA","NA","NA","243","2084","NA","NA","10","even","NA","NA","12167","61855","86068","NA","NA","62098","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","dak-tak_F0_2_VOT_2_stereo.wav","dak","tak","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","5","NA","NA","0","3","5","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","E","NA","A","E","NA","NA","NA","243","668","NA","NA","10","even","NA","NA","12167","61855","89958","NA","NA","62098","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","pip-pep_continuumStep_1_stereo.wav","pip","pep","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","6","NA","NA","0","3","6","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","A","NA","A","A","NA","NA","NA","243","598","NA","NA","10","even","NA","NA","12167","61855","92506","NA","NA","62098","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","bier-buur_Step2stereo.wav","bier","buur","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","7","NA","NA","0","3","7","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","A","NA","A","A","NA","NA","NA","243","655","NA","NA","10","even","NA","NA","12167","61855","94834","NA","NA","62098","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","kik-kek_continuumStep_3_stereo.wav","kek","kik","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","8","NA","NA","0","3","8","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","E","NA","A","E","NA","NA","NA","243","555","NA","NA","10","even","NA","NA","12167","61855","97249","NA","NA","62098","BB-NB","0"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","tuin-duin_F0_2_VOT_2_stereo.wav","tuin","duin","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","9","NA","NA","0","3","9","NA","NA","NA","Wed May 15 10:57:16 2024","NA","NA","A","NA","A","A","NA","NA","NA","243","508","NA","NA","10","even","NA","NA","12167","61855","99581","NA","NA","62098","BB-NB","0"
