"BB_prct_audio","BB_prct_left","BB_prct_right","BB_test_audio","BB_test_left","BB_test_right","NB_prct_audio","NB_prct_left","NB_prct_right","NB_test_audio","NB_test_left","NB_test_right","average_response_time","congruency","correct","correct_keyboard_response_letter","correct_radboudbox_response_BB_practice","correct_response","count_BB_practice_sequence","count_BB_test_sequence","count_NB_practice_sequence","count_NB_test_sequence","count_radboudbox_init","count_radboudbox_response_BB_practice","count_radboudbox_response_BB_test","count_radboudbox_response_NB_practice","count_radboudbox_response_NB_test","count_washout_sequence","datetime","distractor_position","gaze_cue","response","response_keyboard_response_letter","response_radboudbox_response_BB_practice","response_radboudbox_response_BB_test","response_radboudbox_response_NB_practice","response_radboudbox_response_NB_test","response_time_keyboard_response_letter","response_time_radboudbox_response_BB_practice","response_time_radboudbox_response_BB_test","response_time_radboudbox_response_NB_practice","response_time_radboudbox_response_NB_test","subject_nr","subject_parity","target_letter","target_position","time_radboudbox_init","time_radboudbox_response_BB_practice","time_radboudbox_response_BB_test","time_radboudbox_response_NB_practice","time_radboudbox_response_NB_test","time_response_radboudbox_response_BB_practice","title","total_correct"
"tuin-duin_F0_4_VOT_4_stereo.wav","tuin","duin","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","0","NA","NA","NA","0","0","NA","NA","NA","NA","Fri Jun  7 11:16:14 2024","NA","NA","A","NA","A","NA","NA","NA","NA","1103","NA","NA","NA","22","even","NA","NA","11324","91644","NA","NA","NA","92747","BB-NB","0"
"pop-top_step1.wav","pop","top","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","1","NA","NA","NA","0","1","NA","NA","NA","NA","Fri Jun  7 11:16:14 2024","NA","NA","A","NA","A","NA","NA","NA","NA","546","NA","NA","NA","22","even","NA","NA","11324","94673","NA","NA","NA","95219","BB-NB","0"
"kauw-tauw_step5.wav","touw","kauw","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","2","NA","NA","NA","0","2","NA","NA","NA","NA","Fri Jun  7 11:16:14 2024","NA","NA","A","NA","A","NA","NA","NA","NA","545","NA","NA","NA","22","even","NA","NA","11324","97105","NA","NA","NA","97650","BB-NB","0"
"doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","NA","NA","NA","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","NA","NA","NA","0","3","NA","NA","NA","NA","Fri Jun  7 11:16:14 2024","NA","NA","E","NA","E","NA","NA","NA","NA","351","NA","NA","NA","22","even","NA","NA","11324","99653","NA","NA","NA","100004","BB-NB","0"
"doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","kauw-tauw_step1.wav","kauw","touw","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","0","NA","NA","0","3","0","NA","NA","NA","Fri Jun  7 11:16:14 2024","NA","NA","A","NA","E","A","NA","NA","NA","351","1141","NA","NA","22","even","NA","NA","11324","99653","107592","NA","NA","100004","BB-NB","0"
"doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","tuin-duin_F0_3_VOT_3_stereo.wav","tuin","duin","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","1","NA","NA","0","3","1","NA","NA","NA","Fri Jun  7 11:16:14 2024","NA","NA","A","NA","E","A","NA","NA","NA","351","361","NA","NA","22","even","NA","NA","11324","99653","110534","NA","NA","100004","BB-NB","0"
"doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","dier-duur_Step3stereo.wav","dier","duur","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","2","NA","NA","0","3","2","NA","NA","NA","Fri Jun  7 11:16:14 2024","NA","NA","A","NA","E","A","NA","NA","NA","351","426","NA","NA","22","even","NA","NA","11324","99653","112656","NA","NA","100004","BB-NB","0"
"doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","dak-tak_F0_5_VOT_5_stereo.wav","dak","tak","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","3","NA","NA","0","3","3","NA","NA","NA","Fri Jun  7 11:16:14 2024","NA","NA","E","NA","E","E","NA","NA","NA","351","469","NA","NA","22","even","NA","NA","11324","99653","114910","NA","NA","100004","BB-NB","0"
"doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","tap-kap_step4.wav","tap","kap","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","4","NA","NA","0","3","4","NA","NA","NA","Fri Jun  7 11:16:14 2024","NA","NA","A","NA","E","A","NA","NA","NA","351","891","NA","NA","22","even","NA","NA","11324","99653","117192","NA","NA","100004","BB-NB","0"
"doos-toos_F0_7_VOT_7_stereo.wav","doos","toos","tap-kap_Step1.wav","tap","kap","NA","NA","NA","NA","NA","NA","undefined","NA","undefined","NA","undefined","NA","3","5","NA","NA","0","3","5","NA","NA","NA","Fri Jun  7 11:16:14 2024","NA","NA","A","NA","E","A","NA","NA","NA","351","692","NA","NA","22","even","NA","NA","11324","99653","119890","NA","NA","100004","BB-NB","0"
